,خوى,,"vide, évacuer","empty, evacuate"
,شجّع,,encourager,encourage
,تبرع,,profiter de quelque chose,enjoy something
,تسجّل,,inscrire,enroll
,دخل,,entrer,enter
,حسد,,envie,envy
,"مسح , محى",,effacer,erase
,هرب,,"échapper, fuir","escape, flee"
,قدّر,,estimation,estimate
,خرّج,,"expulser, expulser","evict, deport"
,تطوّر,,évoluer,evolve
,بالغ,,exagérer,exaggerate
,تبادل معَ,,échange,exchange
,صرّف,,"échanger de l'argent, de l'argent","exchange money, cash"
,عرض,,exposition,exhibit
,خرج,,sortie,exit
,غلى,,"cher, pour obtenir","expensive, to get"
,تقاضى,,expirer,expire
,شرح,,Explique,explain
,فرگع,,exploser,explode
,ستَغل,,exploit,exploit
,صدّر,,exportation,export
,تخلّص من,,exterminer,exterminate
,تقابل معَ,,visage,face
,سهّل,,"faciliter, rendre facile","facilitate, make easy"
,سقط,,échouer,fail
,سخف,,perdre connaissance,faint
,زوّر,,"faux, forge, falsifie","fake, forge, falsify"
,طاح,,tomber,fall
,حزق,,Pet,fart
,صام (صوم),,vite,fast
,وكّل,,alimentation,feed
,علّف,,fourrage,feed fodder
,حسّ,,ressentir,feel
,خمّر,,fermenter,ferment
,"دبز, تدابز",,bats toi,fight
,عمّر,,"remplir, remplir (c'est-à-dire un formulaire)","fill, fill out (i.e., a form)"
,صفّى,,filtre,filter
,موّل,,la finance,finance
,لقى,,trouver,find
,"سالى , كمّل",,terminer,finish
,تسالى,,"fini, être","finished, to be"
,صيّد,,"pêcher, chasser","fish, hunt"
,صلح,,"réparer, réparer","fix, repair"
,گرّص,,aplatir (pain),flatten (bread)
,تغزّل ب,,flatter (une femme),flatter (a female)
,قلب,,retourner,flip
,طار,,mouche,fly
,طوى,,plier,fold
,تبع,,suivre,follow
,حرّم,,interdire,forbid
,فرع,,forcer ouvert,force open
,تنبّأ,,prédire,foretell
,نسى,,oublier,forget
,سمح,,pardonner,forgive
,"حرّر , طلق",,"libre, libère","free, liberate"
,جمد,,Geler,freeze
,جمّد,,geler quelque chose,freeze something
,قلى,,frire,fry
,حقّق,,remplir à,fulfill s.t.
,شبع,,"plein (de nourriture), être","full (of food), to be"
,"ضحك , نشط",,amusant de faire,"fun of, to make"
,كسب,,Gain,gain
,قمّر,,pari,gamble
,جتمع,,"rassembler (personnes, avoir une réunion)","gather (people, have meeting)"
,جمع,,"rassembler (choses), collecter, emballer","gather (things), collect, pack"
,حنزز,,regard,gaze
,عمّم,,généraliser,generalize
,ولّد,,produire,generate
,تهنّى من,,se débarrasser de,get rid of
,ناض,,"se lever, se lever","get up, stand up"
,ولّف,,"s'y habituer, s'y habituer","get used to, accustomed to"
,عطى,,donner,give
,رجّع,,redonner,give back
,خنزر ف,,éblouissement,glare at
,"لمع , ضوى",,lueur,gleam
,لصّق,,"colle, coller, coller, coller","glue, paste, tape, affix"
,مشى,,aller,go
,بَعَّد من,,,go away from
,هضر ف,,,gossip about
,حكم على,,,govern
,"قبط , شدّ",,,grab
,قبط,,,grab
,رعى,,,graze
,سلّم,,,greet
,تسالم,,,greet one another
,شوى (شوى),,,"grill, barbecue"
,طحن,,,grind
,كبر,,,"grow, get older"
,ضمن,,,guarantee
,عسّ,,,guard
,مدّ,,,hand
,علّق,,,hang
,جرى,,,"happen, occur"
,فرح,,,"happy, to be"
,فرّح,,,"happy, to make"
,حصد,,,harvest
,تفقّص,,,hatch
,كره,,,"hate, dislike"
,شفى,,,heal
,سخّن,,,heat
,عاون,,,help
,سرح,,,herd
,تردّد,,,hesitate
,تخبّى,,,hide (oneself)
,خبّى,,,hide (something)
,ضرب,,,hit
,تضرب,,,"hit, to be"
,شدّ,,,hold
,شرّف,,,honor
,تمنّى,,,"hope, wish"
,سكّن,,,house
,عنّق,,,hug
,تعانق,,,hug one another
,جاع,,,"hungry, to be"
,زرب,,,"hurry, rush"
,ميّك على,,,ignore
,"تصوّر , تخايل",,,imagine
,قلّد,,,imitate
,ستَورد,,,import
,فرض,,,impose
,سجن,,,imprison
,"حسّن , تحسّن",,,"improve, make better"
,رتَجل,,,improvise
,بيّن,,,indicate
,عادى,,,infect
,"علم , خبر",,,inform
,ورت,,,inherit
,فتّش,,,inspect (education)
,"بلاصى (بلاصي) , ركّب",,,install
,"عاير , سبّ",,,insult
,دمج,,,integrate
,هتّم,,,interest
,تدخّل,,,interfere
,قاطع,,,interrupt
,قدّم,,,introduce
,ختَرع,,,invent
,عرض,,,invite
,حدّد,,,iron
,"سگى (سگي) , سقى",,,"irrigate, water"
,قلّق,,,irritate
,تقلّق,,,"irritated, to be"
,"همّش , عزل",,,isolate
,تات بان ليا,,,it appears to me
,غار (غير),,,"jealous of, to be"
,"حكم على , حاسب",,,judge
,نقّز,,,jump
,برّر,,,justify
,"حتَفض ب , حافض على",,,keep
,"شات (شوت) , قدف",,,kick (a ball)
,خطف,,,kidnap
,باس (بوس),,,kiss
,عجن,,,knead
,عرف,,,know
,"بقى , دام (دوم)",,,last (time)
,تعطّل,,,"late, to be"
,عطّل,,,"late, to make"
,ضحك,,,"laugh, joke"
,حطّ,,,"lay down, place, put"
,بيّض,,,lay eggs
,تزعّم,,,lead
,سال (سيل),,,leak
,تكّى على,,,lean on
,تعلّم,,,learn
,خلّى,,,"leave alone, leave behind"
,سلّف,,,"lend, loan"
,طوّل,,,lengthen
,قلّل,,,lessen
,طلق من,,,"let go of, release"
,كدب,,,"lie, deceive (s.o.)"
,شعل,,,light
,خفّف,,,lighten (weight)
,عرج,,,limp
,سطّر,,,"line, to draw a"
,سمع,,,"listen, hear"
,عاش,,,"live, be alive"
,سكن,,,"live, reside"
,سورت,,,lock
,تشابه,,,look alike
,تلفّت,,,look behind
,حگر,,,look down (on s.o.)
,طلّ,,,look out (a window)
,قلّب,,,"look, search (for)"
,بان بحال,,,"looks like, appears as if"
,رخف,,,loosen
,"وضّر , تلّف",,,lose
,خسر,,,"lose (i.e., a game)"
,توضّر,,,"lost, to be"
,نزّل,,,lower
,حافض على,,,maintain
,دار,,,make
,حمّق,,,make crazy
,صدع,,,make noise
,تحكّم,,,manipulate
,صنع,,,"manufacture, craft"
,نقّط,,,mark
,تزوّج,,,marry
,زوّج,,,marry off (a daughter)
,كسّل,,,massage
,عنى,,,mean
,عبر,,,measure
,توسّط,,,mediate
,تلاقى,,,meet
,داب (دوب),,,"melt, thaw"
,حفض,,,memorize
,كرفس,,,"mess up, mistreat"
,حلب,,,milk
,غلط,,,"mistake, to make a"
,خلّت,,,mix
,حضى,,,monitor (exam)
,حتَكر,,,monopolize
,حفّز,,,motivate
,"تحرّك , تكحّز",,,move
,تحوّل,,,move residence
,"حرّك , كحّز",,,move s.t.
,قتل,,,"murder, kill"
,سمّى,,,name
,حتاج,,,need
,خصّ,,,"need, must, should"
,فّرط,,,neglect
,رشّح,,,nominate
,لاحض,,,notice
,لاحض,,,"notice, observe"
,طاع,,,obey
,عارض,,,object
,بزّز على,,,oblige
,حتلّ,,,occupy
,وقع,,,occur
,هدى,,,offer
,زيّت,,,oil
,حلّ,,,open
,فتح,,,operate (surgery)
,عدّب,,,oppress
,خمّل,,,organize
,تغلّب,,,overcome
,تسال,,,owe
,سال,,,"owed, to be"
,هدّن,,,pacify
,تخلّص,,,"paid, to be"
,صبغ,,,paint
,بلاصى,,,park (a car)
,شارك,,,participate (in)
,"داز, فات (فوت)",,,"pass, pass by"
,صبر,,,"patient, to be"
,"خلّص , دفع",,,pay
,ردّ ل,,,pay back
,قشّر,,,peel
,تقشّر,,,peel (skin)
,خلّى,,,"permit, let, allow"
,قنع,,,"persuade, satisfy"
,صوّر,,,"photograph, take picture"
,تصوّر,,,"photographed, to be"
,جني,,,pick (light fruit)
,هزّ,,,pick up
,تقب,,,pierce
,عرّم,,,pile up
,خطّط,,,plan
,زرع,,,plant
,لعب,,,play
,حرت,,,plow
,ريّش,,,pluck
,سمّم,,,poison
,تسمّم,,,"poisoned, to be"
,لوّت,,,pollute
,ملك,,,"possess, own"
,أجّل,,,postpone
,كبّ,,,pour
,طبّق,,,practice
,مدح,,,praise
,سبق,,,"precede, go ahead of, in front of"
,فضّل,,,prefer
,حضر,,,"present, to be"
,ضغط,,,pressure
,بيّن بلّي,,,pretend
,طبع,,,print
,نتج,,,produce
,"قدر, قدّ",,,"able, to be"
,سقّط,,,abort (a fetus)
,شرب,,,absorb
,قبل,,,accept
,حقّق,,,accomplish
,تّهم,,,accuse
,تعوّد,,,accustom
,ضرّ,,,"ache, to have pain"
,عتَرّف ب,,,acknowledge
,تعارف معَ,,,"acquaint with, become acquainted"
,زاد,,,"add, increase"
,تبنّى,,,"adopt (a child, an idea)"
,مات على,,,"adore, die for"
,تقدّم,,,"advance, progress"
,نصح,,,advise
,أتّر على,,,affect
,خاف,,,"afraid (of), to be"
,شرف,,,age (get old)
,تّافق,,,agree (with)
,"ضحّك , نشّط",,,amuse
,حلّل,,,analyze
,تقلّق,,,"angry or upset, to be"
,صدّع,,,annoy
,جاوب,,,"answer, respond"
,بان,,,appear
,صفّق,,,applaud
,طبّق,,,"apply (a rule, idea)"
,قدّم طَلَب,,,apply for a job
,عيّن,,,appoint
,قرّب,,,approach
,تخاصم,,,argue (with s.o.)
,رتّب,,,arrange
,"حبس , شدّ",,,arrest (someone)
,وصل,,,arrive
,وصّل,,,"arrive, to make, give a ride"
,طلع,,,"ascend, climb, get on"
,سوّل,,,ask (about)
,خطب,,,"ask in marriage, get engaged"
,هجم على,,,attack
,حاول,,,"attempt, try"
,حدر,,,attend
,"ردّ البال , حضى راسو",,,"attention, to pay"
,تجنّب,,,avoid
,تفلّى,,,banter
,تشطّر,,,bargain
,نبح,,,bark
,تحمّم,,,bathe
,كان,,,be
,حمق,,,be crazy
,يمكن,,,be possible
,تكلّف,,,be responsible (for)
,طبّل,,,beat (a drum)
,ولّى,,,become
,تصاحب,,,befriend
,رغب,,,beg
,بدى,,,begin
,تگرّع,,,"belch, burp"
,أمن,,,believe (in)
,تيّق,,,believe someone
,ستّفد,,,benefit (from)
,غدر,,,betray
,كبّر,,,"bigger, to make, magnify"
,ولد,,,"birth, to give"
,عضّ,,,bite
,نفخ,,,blow up (with air)
,غلّى,,,boil
,ملّ,,,"bored, to be"
,تزاد,,,"born, to be"
,تسلّف,,,borrow
,حدر,,,bow
,هرّس,,,break
,تخسّر,,,break down (a machine)
,تنفّس,,,breathe
,جاب,,,bring
,تهرّس,,,"broken, to be"
,مشط,,,brush (hair)
,بنى,,,build
,حرق,,,burn
,تحرق,,,"burnt, to be"
,تفرگع,,,burst (pipe)
,دفن,,,bury
,شرى,,,buy
,عيّط,,,call
,تهنّى,,,"calm, to be"
,خيّم,,,camp
,هزّ,,,"carry, lift, raise"
,نقش,,,carve (wood)
,"خلط على , لحق على",,,catch up (with)
,"شدّ , قبط",,,"catch, hold, capture"
,"سبّب , تسبّب ف",,,cause
,حتَفل ب,,,celebrate
,راقب,,,"censor (media, information, film)"
,"بدّل , غيّر",,,change
,"تبدّل , تغيّر",,,"change (weather), to be changed"
,تكلّف,,,"charge of, to be in"
,غشّ,,,cheat
,نقل,,,cheat (exam)
,شمت,,,cheat out of
,مضغ,,,chew
,مخض,,,churn
Herniss,,,,
Intirnet ,,,,
Itrou ,,,,
Jabador ,,,,
Jabile ,,,,
Jadarmi ,,,,
Jakita ,,,,
Janta ,,,,
Jarda ,,,,
Jenyor ,,,,
Jidorange ,,,,
Jippa ,,,,
jmafou ,,,,
Jonglaje,,,,
Jornal ,,,,
jwanate,,,,
Jwane ,,,,
jwane quilace ,,,,
Jwilla ,,,,
9abtane,,,,
kachir ,,,,
Kamira ,,,,
Kamiyyo ,,,,
Kammème ,,,,
kanbou,,,,
Kandironjik ,,,,
kaneta,,,,
Kantchatti ,,,,
Karouila ,,,,
Karrossa,,,,
Kartoucha ,,,,
Kasketa ,,,,
Kasseta ,,,,
Kawatchou ,,,,
Kayberdi ,,,,
Kerrata ,,,,
kika ,,,,
kilote ,,,,
Kina ,,,,
Klaketta,,,,
Kninir ,,,,
Kofra ,,,,
Kolomit ,,,,
Kombilizou ,,,,
Korba ,,,,
9ossini ,,,,
Kotlite ,,,,
Kouippa ,,,,
Koumandi ,,,,
Kouninique ,,,,
Kouninix ,,,,
koutpi ,,,,
Kroizma ,,,,
krouchi,,,,
Krtabla ,,,,
Kssida ,,,,
Kwafour ,,,,
kwipa,,,,
L'ambbane ,,,,
L9achla ,,,,
L9ass ,,,,
La jounisse ,,,,
La troussa ,,,,
Lababou ,,,,
labani ,,,,
Labiassoune ,,,,
Labilance ,,,,
Laboti ,,,,
lacab ,,,,
laciane,,,,
Lacrime ,,,,
Ladrissa ,,,,
Laféray ,,,,
Lafermière ,,,,
Lafizite ,,,,
Lafoute ,,,,
lagrice ,,,,
laglasse,,,,
Lajoudane ,,,,
Lakabe ,,,,
laktone ,,,,
Lalmane ,,,,
Lalouwa ,,,,
Lamba ,,,,
Lambriyage,,,,
laminiou ,,,,
Lamouzik ,,,,
Lanciyanate,,,,
Lanejolovère ,,,,
langri ,,,,
Lankoul ,,,,
Lanterre ,,,,
Lantiriss ,,,,
Lantrima ,,,,
laparay ,,,,
lapissine ,,,,
laraf ,,,,
Larbit ,,,,
Laricou ,,,,
larmonica ,,,,
Lasarge ,,,,
Lasetique ,,,,
Lasosse ,,,,
lassian ,,,,
Lassorance ,,,,
Lassorté ,,,,
lavisselle ,,,,
lbainouar,,,,
Lbarazète,,,,
lbartma ,,,,
Lbatri ,,,,
lbayasse ,,,,
Lbbandi ,,,,
lbergma ,,,,
lbidanci,,,,
Lbidgi ,,,,
Lbiltane ,,,,
Lbirmi ,,,,
lbis ,,,,
lbissri ,,,,
Lbiyyi ,,,,
lbolangé,,,,
Lbortabel ,,,,
Lbosta ,,,,
Lboutiyyou ,,,,
Lbrika ,,,,
Lbartkiz ,,,,
Lcarta ,,,,
Lcofere ,,,,
Lcotlit ,,,,
Lcourti ,,,,
ldigradi,,,,
Lejou ,,,,
Lézigou ,,,,
Lfagoune ,,,,
Lfidiou ,,,,
Lfirage ,,,,
l'firiti ,,,,
Lfitre ,,,,
Lforma ,,,,
Lforno,,,,
Lfouriyane ,,,,
Lfrachet ,,,,
Lfransis ,,,,
lfrizi ,,,,
Lfrite ,,,,
Lgamila ,,,,
Lgrima ,,,,
lgro ,,,,
Lgrone ,,,,
lgrouwa,,,,
Lguèz ,,,,
lguerrouj ,,,,
Libwa ,,,,
licance,,,,
Likobtère ,,,,
Limiche ,,,,
Lingalizassioune ,,,,
Lingri,,,,
lintrite ,,,,
Lissance ,,,,
Lissi ,,,,
Lissi passi ,,,,
lista ,,,,
Lizindiyane ,,,,
Lkaryane ,,,,
lkayass ,,,,
lkokote ,,,,
Lkorfi ,,,,
Lkoufitire ,,,,
lkoulla,,,,
Lkoussanate ,,,,
lmadame ,,,,
Lmaleta ,,,,
Lmanda ,,,,
lmanda,,,,
Lmandari,,,,
lmanéta ,,,,
Lmarchi ,,,,
Lmarrok ,,,,
lmatariane,,,,
Lmatricoule ,,,,
lmikaniciane,,,,
Lmirikane ,,,,
Lmitrou ,,,,
lmizeria ,,,,
lmnoune ,,,,
Lmobéta ,,,,
Lmoliyyate ,,,,
Lmostache ,,,,
Lmouble ,,,,
lorma ,,,,
Lorope ,,,,
Lotel ,,,,
Lotissma,,,,
Loto ,,,,
Louzine ,,,,
lparasol ,,,,
lpince ,,,,
lranje ,,,,
Lvitrina ,,,,
Machina ,,,,
Macronia ,,,,
Magaza ,,,,
Makina,,,,
makiyaje ,,,,
mandarina,,,,
Mannak ,,,,
manouvri ,,,,
Marchariane,,,,
Marchi kriou ,,,,
Marca ,,,,
Marmeta ,,,,
Martobe ,,,,
matrikul,,,,
Mazote,,,,
Mballi ,,,,
Mblissi ,,,,
mbloki ,,,,
mbouché,,,,
mchomer ,,,,
Mcoinci ,,,,
mechcha ,,,,
mforé ,,,,
Ménioule ,,,,
Messyou ,,,,
Mezika ,,,,
mgagi,,,,
mgrissi,,,,
Mika ,,,,
mikkiyate,,,,
Milla ,,,,
Milfaya ,,,,
Minitire ,,,,
Minote ,,,,
Mirna ,,,,
Mitowale ,,,,
Mitrou,,,,
Mizi,,,,
mnirvi,,,,
monada,,,,
motarde ,,,,
mounica ,,,,
moullieuteno ,,,,
Mountif ,,,,
Moutour ,,,,
mréziga ,,,,
Mriguel ,,,,
msenter ,,,,
mserkel ,,,,
msoféj,,,,
msouger ,,,,
Mssouri ,,,,
Mzerti ,,,,
Mzzika ,,,,
Neglizi ,,,,
Nemra ,,,,
Nif ,,,,
Nimiro dtilifone ,,,,
Nemra,,,,
Oronji ,,,,
Oulimane ,,,,
Paleta ,,,,
palmates ,,,,
paltofa,,,,
pamor,,,,
Pamort ,,,,
Pantalo ,,,,
Parkine ,,,,
patanat ,,,,
Patronne ,,,,
pédalat ,,,,
pekala ,,,,
pélota ,,,,
piéca,,,,
pilanti ,,,,
Pille ,,,,
Piniza ,,,,
Pipa ,,,,
Plancha ,,,,
Pipi ,,,,
plaquetta,,,,
Plastika ,,,,
Pnou,,,,
Pocheta ,,,,
Pommada ,,,,
Ponja ,,,,
Poplapon ,,,,
Portecliyyate ,,,,
Posterates ,,,,
Poupouya,,,,
Pouvriyya ,,,,
Proumiane,,,,
Proutigi ,,,,
proumière métta,,,,
Ptipana ,,,,
Radiounne ,,,,
raketa ,,,,
Ramppa ,,,,
Randivou ,,,,
Raya ,,,,
Rayyonates ,,,,
Recibo,,,,
Remoke ,,,,
Restora ,,,,
Ridou ,,,,
Rijime ,,,,
Rissiptour,,,,
Riviya ,,,,
Robini ,,,,
rolma,,,,
Rondellate ,,,,
Roulou ,,,,
Roune ,,,,
Routal ,,,,
Rweda ,,,,
Sabouna ,,,,
Safi ,,,,
salgot ,,,,
Saligani ,,,,
Sandala ,,,,
Sandé ,,,,
Sandriyi ,,,,
Sansour ,,,,
Santème ,,,,
santrale ,,,,
sardil,,,,
Sarjeur ,,,,
Sbardila ,,,,
Sbiritou ,,,,
Sbissial ,,,,
Sbitar ,,,,
Semana ,,,,
serbay ,,,,
Serbisse ,,,,
Serbita ,,,,
Sérféte ,,,,
Seroual 9andrissa ,,,,
Sertafica ,,,,
Sertafica,,,,
Sictoure ,,,,
Sidi ,,,,
Sikiriti ,,,,
Silikssiouna ,,,,
Silissioune ,,,,
siloufane ,,,,
Siloune ,,,,
Simarmouk ,,,,
Sinyale ,,,,
sipir marchi ,,,,
Sitirna,,,,
Sizi ,,,,
Skolétte ,,,,
Skouila ,,,,
Sobba ,,,,
Socite,,,,
Sonepipin ,,,,
Soubbir loux ,,,,
Soudour ,,,,
Souiyyek ,,,,
Soulima ,,,,
Soumija,,,,
Soumila,,,,
Soupira ,,,,
Soupissa ,,,,
Sourci,,,,
Souttiyamate ,,,,
Souvitma ,,,,
Spicteur ,,,,
Srdine ,,,,
Ssiyyi ,,,,
Stafite ,,,,
Stafite ,,,,
Stagère ,,,,
Stalassioun ,,,,
Stali ,,,,
Stilou ,,,,
Suiglasses ,,,,
Tabboze ,,,,
Tabla ,,,,
tablia ,,,,
Tablo ,,,,
tacherone ,,,,
Tamara ,,,,
tansiou ,,,,
Tanssiyou ,,,,
Tapi ,,,,
Tappiya ,,,,
Tarifa ,,,,
Tassa,,,,
Taubba ,,,,
tbogissa ,,,,
Tchoumira ,,,,
tconnecta,,,,
Teciri ,,,,
Tenber ,,,,
Ténifoule ,,,,
Tgrissite ,,,,
Ticarbone ,,,,
Tide ,,,,
Tikita ,,,,
Tiknik ,,,,
Tiliboutik ,,,,
Tilicommode ,,,,
Tilifiziyoun ,,,,
Tilifoun,,,,
Tingrafa ,,,,
tinissa,,,,
Tinnissa ,,,,
tiri ,,,,
Tirkoise ,,,,
